title,year,citationCount,top_conf_citations,top_journal_citations,paperId,notes,citations_2014,citations_2015,citations_2016,citations_2017,citations_2018,citations_2019,citations_2020,citations_2021,citations_2022,citations_2023,citations_2024,ai_category
DynamicTOC: Persona-based Table of Contents for Consumption of Long Documents,2022,1,0,0,dd276ba0d38ef4a18c32448d1b9073ad93463e1d,,0,0,0,0,0,0,0,0,0,1,0,自然语言处理
KALA: Knowledge-Augmented Language Model Adaptation,2022,40,13,3,6ae63be462816bdd0da32894985d16f1e8cbdd5c,,0,0,0,0,0,0,0,0,5,15,10,自然语言处理
On the Effect of Pretraining Corpora on In-context Learning by a Large-scale Language Model,2022,104,43,1,1fafaccebc4a74898a74c606f846318c4c2c7536,,0,0,0,0,0,0,0,0,14,39,30,自然语言处理
Sketching as a Tool for Understanding and Accelerating Self-attention for Long Sequences,2022,6,2,0,a68ab49816d5729435c3d994b434c75c6f162da0,,0,0,0,0,0,0,0,1,0,1,2,机器学习（含深度学习）
Partner Personas Generation for Dialogue Response Generation,2022,17,8,0,26cf6d2e72821471597cc9e6d664b5a946b20fb1,,0,0,0,0,0,0,0,0,0,6,5,自然语言处理
Semantically Informed Slang Interpretation,2022,8,3,0,13d05ab75443c1d3230a16dc4b0b8da77e6d95ee,,0,0,0,0,0,0,0,0,1,1,3,自然语言处理
Dual-Channel Evidence Fusion for Fact Verification over Texts and Tables,2022,20,7,0,bb3c30ca4ad74a47cb10ae20345efeb26082f721,,0,0,0,0,0,0,0,0,0,4,11,多模态学习
TreeMix: Compositional Constituency-based Data Augmentation for Natural Language Understanding,2022,26,9,0,e184d1113060bbeec171b2faf0db0a4022515859,,0,0,0,0,0,0,0,0,7,9,7,自然语言处理
Syn2Vec: Synset Colexification Graphs for Lexical Semantic Similarity,2022,9,1,0,88fc8581db943ba1e64b2cceccd8f047883fd65d,,0,0,0,0,0,0,0,0,1,6,2,自然语言处理
On the Origin of Hallucinations in Conversational Models: Is it the Datasets or the Models?,2022,218,71,8,e9f28c98a00766e484810598886cf48b0de66cfa,,0,0,0,0,0,0,0,1,11,84,81,自然语言处理
Is “My Favorite New Movie” My Favorite Movie? Probing the Understanding of Recursive Noun Phrases,2022,5,1,0,08be84ef68d4567ec6be58dc9326f7ec2d68f36d,,0,0,0,0,0,0,0,0,2,0,2,自然语言处理
Original or Translated? A Causal Analysis of the Impact of Translationese on Machine Translation Performance,2022,15,9,0,c64c49571cea94efb31fab21ef255b2d4cecf707,,0,0,0,0,0,0,0,0,2,6,5,自然语言处理
Visual Commonsense in Pretrained Unimodal and Multimodal Models,2022,43,21,0,7e69986581d477f7051bb77ba1ba30e04e38ad8b,,0,0,0,0,0,0,0,0,11,13,14,多模态学习
"QuALITY: Question Answering with Long Input Texts, Yes!",2022,184,51,1,3c209e0703ffff26231b1145268c935df494631a,,0,0,0,0,0,0,0,3,21,33,60,自然语言处理
ExSum: From Local Explanations to Model Understanding,2022,26,3,1,df523b4f55989854909fd3343f5e07258bd5bdba,,0,0,0,0,0,0,1,1,9,7,8,模型可解释性、公平性、应用系统等
Maximum Bayes Smatch Ensemble Distillation for AMR Parsing,2022,38,11,1,74cc368e343284e81430700e1dab7144984084a0,,0,0,0,0,0,0,0,1,3,12,15,自然语言处理
When Does Syntax Mediate Neural Language Model Performance? Evidence from Dropout Probes,2022,12,3,2,2b144c53f24531170f4d3f902ec094b2db144fee,,0,0,0,0,0,0,0,0,2,5,4,自然语言处理
Modeling Task Interactions in Document-Level Joint Entity and Relation Extraction,2022,10,4,0,a93c42672af584f12c953296918aac7827c0b8b9,,0,0,0,0,0,0,0,0,1,3,2,自然语言处理
Few-Shot Semantic Parsing with Language Models Trained on Code,2022,72,29,1,6e8f8e2d2c73c91d1c9198eb802f1c64b860ea4a,,0,0,0,0,0,0,0,0,17,30,14,自然语言处理
CORWA: A Citation-Oriented Related Work Annotation Dataset,2022,22,7,0,834192cf3f0c0dfe28b7c6ba33893eaeb760c6dc,,0,0,0,0,0,0,0,0,1,4,12,自然语言处理
Overcoming Catastrophic Forgetting During Domain Adaptation of Seq2seq Language Generation,2022,57,16,0,dde0be499b277f52dc3a730e90005c6c19a049cb,,0,0,0,0,0,0,2,0,9,9,21,自然语言处理
Extreme Zero-Shot Learning for Extreme Text Classification,2022,30,12,0,2682e65610453726cef1d23aae4aaed2e043fbb2,,0,0,0,0,0,0,0,0,5,9,9,自然语言处理
ConfliBERT: A Pre-trained Language Model for Political Conflict and Violence,2022,39,9,2,9b05db2352c046b3b29bd9bf258cda8895d96d31,,0,0,0,0,0,0,0,0,5,14,14,自然语言处理
Automatic Multi-Label Prompting: Simple and Interpretable Few-Shot Classification,2022,13,6,1,b0f915c8e33afdf3829af71f189ddc34077dcc8e,,0,0,0,0,0,0,0,0,2,7,1,自然语言处理
Few-shot Subgoal Planning with Language Models,2022,27,13,0,ba6ff2c50862a6be18d1c610d1fadc751fd6d8e7,,0,0,0,0,0,0,0,0,4,13,7,自然语言处理
IDPG: An Instance-Dependent Prompt Generation Method,2022,68,34,0,a7b92f9c62cdf35c37d9ccdb20e43807eb86900a,,0,0,0,0,0,0,0,0,10,25,19,自然语言处理
Embedding Hallucination for Few-shot Language Fine-tuning,2022,4,2,0,e89f3d2a3aad78ea21955c0eb46bc1a9d9ca1aa9,,0,0,0,0,0,0,0,0,0,0,3,自然语言处理
"Cryptocurrency Bubble Detection: A New Stock Market Dataset, Financial Task & Hyperbolic Models",2022,23,2,1,e16b7790e22a20ac86be0976069ef6ffaa2e35ec,,0,0,0,0,0,0,0,0,3,14,3,表示学习与优化方法
Nearest Neighbor Knowledge Distillation for Neural Machine Translation,2022,13,8,0,a555c9b700e72d7e43528c0af8ed683ef816c002,,0,0,0,0,0,0,0,0,0,10,3,自然语言处理
DEMix Layers: Disentangling Domains for Modular Language Modeling,2022,159,49,1,917c63f2186119166b3379f5d2816bb1a2f39b09,,0,0,0,0,0,0,0,6,27,42,47,自然语言处理
Contrastive Learning for Prompt-based Few-shot Language Learners,2022,39,22,0,139bfd354431c4541004c5de5052a63e1f94130e,,0,0,0,0,0,0,0,0,8,8,14,自然语言处理
Cross-Lingual Event Detection via Optimized Adversarial Training,2022,26,13,0,8810f63ddbfa775c2182a6cd55d4322a8875868a,,0,0,0,0,0,0,0,0,6,10,7,自然语言处理
Identifying Implicitly Abusive Remarks about Identity Groups using a Linguistically Informed Approach,2022,16,9,0,60864e37661aecf37a3b8862c20c43f4912d739d,,0,0,0,0,0,0,0,0,0,8,3,自然语言处理
Label Definitions Improve Semantic Role Labeling,2022,5,3,0,e7ac9ea2ae42a7a9125da69de1ff295efebfaff5,,0,0,0,0,0,0,0,0,1,3,0,自然语言处理
Shedding New Light on the Language of the Dark Web,2022,23,9,2,a40866d517e511b9a54b0a43e6f27a67a379c24c,,0,0,0,0,0,0,0,0,0,5,7,自然语言处理
Conceptualizing Treatment Leakage in Text-based Causal Inference,2022,16,1,0,109ce3933cefd16d582e184f376e42f02dc9b78c,,0,0,0,0,0,0,1,0,0,1,7,自然语言处理
Consistency Training with Virtual Adversarial Discrete Perturbation,2022,15,5,0,457e73be2f876e0b838f0f8d7aa921993b7f607d,,0,0,0,0,0,0,0,3,4,3,5,机器学习（含深度学习）
CONFIT: Toward Faithful Dialogue Summarization with Linguistically-Informed Contrastive Fine-tuning,2022,70,26,2,1acdb41d8a17cff5593495410a7d4b9f44972a82,,0,0,0,0,0,0,0,1,17,30,11,自然语言处理
CoMPM: Context Modeling with Speaker’s Pre-trained Memory Tracking for Emotion Recognition in Conversation,2022,91,27,3,a721c59f1259b3aee07fda758e131718dd9ec945,,0,0,0,0,0,0,0,1,6,31,34,自然语言处理
Investigating Crowdsourcing Protocols for Evaluating the Factual Consistency of Summaries,2022,25,12,0,a3d23324b894f850ae83285a28939166c585fdda,,0,0,0,0,0,0,0,3,5,6,5,自然语言处理
DialSummEval: Revisiting Summarization Evaluation for Dialogues,2022,42,20,0,35f38cfde36ab86ba4400e73cc3f8b22bba31458,,0,0,0,0,0,0,0,0,4,11,15,自然语言处理
Hyperbolic Relevance Matching for Neural Keyphrase Extraction,2022,19,4,0,64452abf42e272b64a45c9469775b728a72c6157,,0,0,0,0,0,0,0,0,3,9,4,自然语言处理
Template-free Prompt Tuning for Few-shot NER,2022,196,60,11,1dd344ce28f1e5a078f9d8396b5078388e555d99,,0,0,0,0,0,0,0,5,36,59,61,自然语言处理
Few-Shot Document-Level Relation Extraction,2022,16,5,0,b94df0e6f2ef3f3e7ce635abf5eeda02b4036cef,,0,0,0,0,0,0,0,0,2,4,6,自然语言处理
LaMemo: Language Modeling with Look-Ahead Memory,2022,3,2,0,a99cbe3d7b2e201491a2fa1f4ba57b1e80cca3a3,,0,0,0,0,0,0,0,0,1,1,0,自然语言处理
Exploiting Inductive Bias in Transformers for Unsupervised Disentanglement of Syntax and Semantics with VAEs,2022,2,1,0,3771ac4627688982dde029d03a2a8d9026a78a25,,0,0,0,0,0,0,0,0,0,1,1,自然语言处理
Neighbors Are Not Strangers: Improving Non-Autoregressive Translation under Low-Frequency Lexical Constraints,2022,7,4,0,a4b9466175991ca0219970d50438bd4a938476ce,,0,0,0,0,0,0,0,0,3,3,1,自然语言处理
What do Toothbrushes do in the Kitchen? How Transformers Think our World is Structured,2022,6,1,0,682ee9c06f3eff3e3708b4d0419dc85ecf9c6c87,,0,0,0,0,0,0,0,0,2,3,1,自然语言处理
Less is More: Learning to Refine Dialogue History for Personalized Dialogue Generation,2022,72,19,2,4f5c1903989d2da1a9ef0cef566516860407774e,,0,0,0,0,0,0,0,0,2,21,25,自然语言处理
A Holistic Framework for Analyzing the COVID-19 Vaccine Debate,2022,31,13,0,4a8f355f2e0037db623d36928111b7b3df7a9bcd,,0,0,0,0,0,0,0,0,3,11,11,自然语言处理
Learning to Win Lottery Tickets in BERT Transfer via Task-agnostic Mask Training,2022,12,6,0,fb6f862dd56706db84357b7c616bc3b0fd37cbab,,0,0,0,0,0,0,0,0,2,4,5,机器学习（含深度学习）
You Don’t Know My Favorite Color: Preventing Dialogue Representations from Revealing Speakers’ Private Personas,2022,23,8,0,56dd18076f6323ab50030871ae2fc374a48077e5,,0,0,0,0,0,0,0,0,0,9,8,自然语言处理
Explaining Dialogue Evaluation Metrics using Adversarial Behavioral Analysis,2022,10,5,0,3defa61ebaecdb330efffe67593c57c35b28d72d,,0,0,0,0,0,0,0,0,1,4,3,模型可解释性、公平性、应用系统等
Annotators with Attitudes: How Annotator Beliefs And Identities Bias Toxic Language Detection,2022,322,134,9,cf3cfb90a6d8c431dc8a7f115b011d5ffbb439ee,,0,0,0,0,0,0,0,5,47,96,90,自然语言处理
Non-Autoregressive Chinese ASR Error Correction with Phonological Training,2022,10,4,0,a55a3e5ef5ae5004d9f03bb67e1a577d95274272,,0,0,0,0,0,0,0,0,2,1,5,自然语言处理
Hate Speech and Counter Speech Detection: Conversational Context Does Matter,2022,52,21,1,cef202f9875ac33afd9c4ed7e3b93ca0870486fd,,0,0,0,0,0,0,0,0,1,16,21,自然语言处理
DACSA: A large-scale Dataset for Automatic summarization of Catalan and Spanish newspaper Articles,2022,10,4,1,42bf54a1bfd86739b62ddbafe14e12152746c382,,0,0,0,0,0,0,0,0,2,1,4,自然语言处理
Time Waits for No One! Analysis and Challenges of Temporal Misalignment,2022,102,44,3,17d7fd18123e12efbb9c255c8b986a5e84578b07,,0,0,0,0,0,0,0,3,20,29,26,基础 AI 理论
MCSE: Multimodal Contrastive Learning of Sentence Embeddings,2022,41,14,1,fb5273032ab997dddd1b2917ed41808fd66fb909,,0,0,0,0,0,0,0,0,5,20,9,多模态学习
HiURE: Hierarchical Exemplar Contrastive Learning for Unsupervised Relation Extraction,2022,43,23,0,46f1970b3c09b613494c81ea43614ff0a4197237,,0,0,0,0,0,0,0,0,8,21,10,表示学习与优化方法
Diagnosing Vision-and-Language Navigation: What Really Matters,2022,54,21,1,ac41d132999661f6b59db46a28086d4b6707654a,,0,0,0,0,0,0,0,4,17,12,12,多模态学习
Aligning to Social Norms and Values in Interactive Narratives,2022,52,21,3,871037ca207f36ffc5322d7815a2dd58951a6227,,0,0,0,0,0,0,0,1,8,14,19,自然语言处理
"MOVER: Mask, Over-generate and Rank for Hyperbole Generation",2022,16,9,0,ed067486b5dc3ef7f70ee32d282a11541e7faa1e,,0,0,0,0,0,0,0,0,1,9,4,自然语言处理
Embarrassingly Simple Performance Prediction for Abductive Natural Language Inference,2022,4,0,0,94d05ed2d95713ec36779bf3d5e978642e45bf93,,0,0,0,0,0,0,0,0,0,2,0,自然语言处理
Re-Examining System-Level Correlations of Automatic Summarization Evaluation Metrics,2022,49,16,1,9a2a11cd49434a30dbaba8430886cd83258d1e45,,0,0,0,0,0,0,0,0,12,13,18,自然语言处理
Proceedings of the 2024 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies (Volume 1: Long Papers),2024,0,0,0,dd9f8e588036574b8a5587f7ef4b31940ab1a4a1,,0,0,0,0,0,0,0,0,0,0,0,自然语言处理
Named Entity Recognition Under Domain Shift via Metric Learning for Life Sciences,2024,3,0,0,676fcd2ca5419fa17251230abaef84ec70618e94,,0,0,0,0,0,0,0,0,0,0,1,自然语言处理
Text Diffusion Model with Encoder-Decoder Transformers for Sequence-to-Sequence Generation,2024,16,7,1,47e40c4c8d291f6d326ccef7313aba7d98dbf283,,0,0,0,0,0,0,0,0,0,0,5,自然语言处理
An Interactive Framework for Profiling News Media Sources,2024,5,4,0,7adc93b4e1423fbe092e5ded2b932d27b376f8c7,,0,0,0,0,0,0,0,0,0,0,4,自然语言处理
Assessing Logical Puzzle Solving in Large Language Models: Insights from a Minesweeper Case Study,2024,17,6,0,69581fa1f7eacad35d8528c7f8527ed27a6f94c1,,0,0,0,0,0,0,0,0,0,0,5,基础 AI 理论
TelME: Teacher-leading Multimodal Fusion Network for Emotion Recognition in Conversation,2024,25,5,1,fc47b02c2df4fba11dc8355c46455d6100a92cb1,,0,0,0,0,0,0,0,0,1,0,2,多模态学习
Effective and Efficient Conversation Retrieval for Dialogue State Tracking with Implicit Text Summaries,2024,6,1,0,59de4703ca458ed416fbf9aa7219658e94aef9bc,,0,0,0,0,0,0,0,0,0,0,1,自然语言处理
Promptly Predicting Structures: The Return of Inference,2024,6,2,0,27494f35c4e3f31c5fb9e18ad289144ec0532373,,0,0,0,0,0,0,0,0,0,0,3,概率统计与推理基础
On Linearizing Structured Data in Encoder-Decoder Language Models: Insights from Text-to-SQL,2024,3,2,0,80239c45d67d7616cc341c16e5cbd456eccca302,,0,0,0,0,0,0,0,0,0,0,0,自然语言处理
Extractive Summarization with Text Generator,2024,0,0,0,3f39e703f522f45d6b3de76a7d373679826602d6,,0,0,0,0,0,0,0,0,0,0,0,自然语言处理
Self-generated Replay Memories for Continual Neural Machine Translation,2024,5,1,0,dc368b5bc1887574291380ed66c8c42b77d199e3,,0,0,0,0,0,0,0,0,0,0,1,自然语言处理
Measuring and Improving Chain-of-Thought Reasoning in Vision-Language Models,2024,40,9,0,280353fd7a7a3e49c415c443e1b7ccf7de9c2b4e,,0,0,0,0,0,0,0,0,0,5,14,多模态学习
Building Knowledge-Guided Lexica to Model Cultural Variation,2024,11,3,0,a67c8f49509e81656651a221bac5b1b87a6291f5,,0,0,0,0,0,0,0,0,0,0,5,自然语言处理
Adaptive Rank Selections for Low-Rank Approximation of Language Models,2024,16,5,0,01cbb338f1acbdc94e5425b811ae6df0737baac6,,0,0,0,0,0,0,0,0,0,1,1,自然语言处理
An Empirical Study of Consistency Regularization for End-to-End Speech-to-Text Translation,2024,7,3,0,486aa9501bf3a42a7c5c8871f92e6285408d1d46,,0,0,0,0,0,0,0,0,0,0,2,自然语言处理
Unleashing the Emergent Cognitive Synergy in Large Language Models: A Task-Solving Agent through Multi-Persona Self-Collaboration,2024,226,30,6,434b9f9bc71c935e4a46a1aff36a8cc4c22d9afa,,0,0,0,0,0,0,0,0,0,23,64,自然语言处理
FPT: Feature Prompt Tuning for Few-shot Readability Assessment,2024,1,0,0,e51b19f1465e9ddbfd3883696ad49dcf2bc671b2,,0,0,0,0,0,0,0,0,0,0,0,自然语言处理
Head-to-Tail: How Knowledgeable are Large Language Models (LLMs)? A.K.A. Will LLMs Replace Knowledge Graphs?,2024,185,45,0,fb00016c1e048b9373803add001c1ec7e877cb23,,0,0,0,0,0,0,0,0,0,30,81,自然语言处理
kNN-ICL: Compositional Task-Oriented Parsing Generalization with Nearest Neighbor In-Context Learning,2024,11,2,0,218a9c9f836e31be1e71ba50728d24a478ebcddd,,0,0,0,0,0,0,0,0,0,2,4,自然语言处理
ARES: An Automated Evaluation Framework for Retrieval-Augmented Generation Systems,2024,186,56,5,4df2b1e7d54fe5ad81dc2ed6774b93ef7891b3c8,,0,0,0,0,0,0,0,0,0,2,73,自然语言处理
DEMO: A Statistical Perspective for Efficient Image-Text Matching,2024,1,0,0,fc10ef4c76b4eeb82f48b3ea58875b40fbf6ec4e,,0,0,0,0,0,0,0,0,0,0,0,多模态学习
SeaEval for Multilingual Foundation Models: From Cross-Lingual Alignment to Cultural Reasoning,2024,95,44,1,05be16afbd1dec2f5dad0949686c3fbe9d44f466,,0,0,0,0,0,0,0,0,0,7,46,自然语言处理
Volcano: Mitigating Multimodal Hallucination through Self-Feedback Guided Revision,2024,80,32,0,de1894742b7f2e4fe02d9ff94761d6178e0a5d3c,,0,0,0,0,0,0,0,0,0,1,35,多模态学习
LLMs Are Few-Shot In-Context Low-Resource Language Learners,2024,82,24,0,4c01dfec69f5d55daae00b668665e94eb9da7f39,,0,0,0,0,0,0,0,0,0,0,20,自然语言处理
Rethinking Tabular Data Understanding with Large Language Models,2024,39,5,1,60f35bfe967dbce2c8694de8d283de01cc3766c2,,0,0,0,0,0,0,0,0,0,0,9,自然语言处理
From Shortcuts to Triggers: Backdoor Defense with Denoised PoE,2024,27,12,0,7264958c138579270ae79487985d5ac3b199f715,,0,0,0,0,0,0,0,0,0,3,17,模型可解释性、公平性、应用系统等
BookSQL: A Large Scale Text-to-SQL Dataset for Accounting Domain,2024,14,0,0,dc21a83c0b1c8002065b18ef2f90c7e53d9d1a17,,0,0,0,0,0,0,0,0,0,0,2,自然语言处理
FLAP: Flow-Adhering Planning with Constrained Decoding in LLMs,2024,14,4,0,3d6300263adb1a1e8000fd0eda55518a3642afa9,,0,0,0,0,0,0,0,0,0,0,5,自然语言处理
DuRE: Dual Contrastive Self Training for Semi-Supervised Relation Extraction,2024,0,0,0,df7bcd2a81f93ed29a65b3ecd8179b8ef3171803,,0,0,0,0,0,0,0,0,0,0,0,自然语言处理
Query-Efficient Textual Adversarial Example Generation for Black-Box Attacks,2024,3,0,0,eabc9976605d6fe7dfae895fd0f522a0ec5aa149,,0,0,0,0,0,0,0,0,0,0,0,自然语言处理
Embrace Divergence for Richer Insights: A Multi-document Summarization Benchmark and a Case Study on Summarizing Diverse Information from News Articles,2024,42,17,0,1221aa62d85770e1712c98fbe2fbaf8bad512861,,0,0,0,0,0,0,0,0,0,5,17,自然语言处理
AMRFact: Enhancing Summarization Factuality Evaluation with AMR-Driven Negative Samples Generation,2024,12,4,1,4e444759dc61f26dee627fbb909a15a5ad32b184,,0,0,0,0,0,0,0,0,0,1,4,自然语言处理
PILOT: Legal Case Outcome Prediction with Case Law,2024,17,3,0,50985d2fa9f31221b080e725dcf63278e9b62b73,,0,0,0,0,0,0,0,0,0,0,6,自然语言处理
ALoRA: Allocating Low-Rank Adaptation for Fine-tuning Large Language Models,2024,35,2,2,e4d913a4a1e5286b93e4dca0e032c58c3794e873,,0,0,0,0,0,0,0,0,0,0,9,机器学习（含深度学习）
R-Spin: Efficient Speaker and Noise-invariant Representation Learning with Acoustic Pieces,2024,6,5,0,599098b25424443ddf4df475659cc7624703f7ee,,0,0,0,0,0,0,0,0,0,0,3,表示学习与优化方法
InsCL: A Data-efficient Continual Learning Paradigm for Fine-tuning Large Language Models with Instructions,2024,51,14,0,76b65c248677314865a110424542c220886dbb67,,0,0,0,0,0,0,0,0,0,1,24,机器学习（含深度学习）
Language Agnostic Code Embeddings,2024,1,0,0,e0c2c9b11dc27932be2235b52e6da372105e5ed5,,0,0,0,0,0,0,0,0,0,0,0,自然语言处理
An Examination of the Compositionality of Large Generative Vision-Language Models,2024,6,1,0,66d3b7a6561148fd21c364315e67bf9373f50ef7,,0,0,0,0,0,0,0,0,0,0,3,多模态学习
Two Heads are Better than One: Nested PoE for Robust Defense Against Multi-Backdoors,2024,12,5,0,a437c4842b4a11feda920329250b828586825f35,,0,0,0,0,0,0,0,0,0,2,5,模型可解释性、公平性、应用系统等
VertAttack: Taking Advantage of Text Classifiers’ Horizontal Vision,2024,2,1,0,0f6180111c7658d1bc01ac8831dd9ad1a6af3f12,,0,0,0,0,0,0,0,0,0,0,1,自然语言处理
KDMCSE: Knowledge Distillation Multimodal Sentence Embeddings with Adaptive Angular margin Contrastive Learning,2024,16,8,0,debe3714ddd57432f0017e1eb8a4e42730801f5f,,0,0,0,0,0,0,0,0,0,0,8,多模态学习
The taste of IPA: Towards open-vocabulary keyword spotting and forced alignment in any language,2024,12,4,0,35f3f631339bd2f9fcb898db9fbb0a364cbf3c06,,0,0,0,0,0,0,0,0,0,0,3,自然语言处理
Think Before You Act: A Two-Stage Framework for Mitigating Gender Bias Towards Vision-Language Tasks,2024,0,0,0,5c35f33b87780c47777be39284ea14929cb0f1bf,,0,0,0,0,0,0,0,0,0,0,0,多模态学习
BeLLM: Backward Dependency Enhanced Large Language Model for Sentence Embeddings,2024,26,8,0,441fbfe5bc465dbceb7595be30cfc6b013434295,,0,0,0,0,0,0,0,0,0,0,10,自然语言处理
Assessing Factual Reliability of Large Language Model Knowledge,2024,17,5,0,9f2a3564b9b3053b93121a5cb9e30424b9058e99,,0,0,0,0,0,0,0,0,0,0,5,模型可解释性、公平性、应用系统等
Dial-MAE: ConTextual Masked Auto-Encoder for Retrieval-based Dialogue Systems,2024,4,1,1,8bc108958c38643a7ecab81a5f56620c00dbf69f,,0,0,0,0,0,0,0,0,0,0,0,自然语言处理
Toolink: Linking Toolkit Creation and Using through Chain-of-Solving on Open-Source Model,2024,27,7,3,b9e8b62bcc019f47a0a015568f70039b3b7c1196,,0,0,0,0,0,0,0,0,0,0,9,自然语言处理
Create! Don’t Repeat: A Paradigm Shift in Multi-Label Augmentation through Label Creative Generation,2024,2,0,0,a6f79da60acbc983612eab43e4d7432d50298e62,,0,0,0,0,0,0,0,0,0,0,0,机器学习（含深度学习）
Neurocache: Efficient Vector Retrieval for Long-range Language Modeling,2024,1,0,0,0ea22780c42536f488c097431c037aa45aac0b2d,,0,0,0,0,0,0,0,0,0,0,0,自然语言处理
Unveiling the Generalization Power of Fine-Tuned Large Language Models,2024,53,7,2,6edf144fb397afde80d9acf9472dfaffd22c8072,,0,0,0,0,0,0,0,0,0,0,22,自然语言处理
